dataset,workload,nodes,edges,threads,run_id,is_warmup,stage,category,time_ms,in_wall_clock
patents,snap,3774768,16518948,64,4,0,unionWith (dst),ONLINE,13.230,0
patents,snap,3774768,16518948,64,4,0,unionWith (src),ONLINE,24.150,0
patents,snap,3774768,16518948,64,4,0,src branch (total),ONLINE,1545.060,0
patents,snap,3774768,16518948,64,4,0,parallel_sort (dst),ONLINE,424.580,0
patents,snap,3774768,16518948,64,4,0,dst branch (total),ONLINE,1957.590,0
patents,snap,3774768,16518948,64,4,0,parallel branches (wall),ONLINE,1993.050,1
patents,snap,3774768,16518948,64,4,0,unionWith (final),ONLINE,24.190,1
patents,snap,3774768,16518948,64,4,0,CSV write,IO,7030.600,1
hi_medium,aml,2077023,31898238,64,1,1,CSV read (account),IO,620.430,1
hi_medium,aml,2077023,31898238,64,1,1,CSV read (txn),IO,27764.870,1
hi_medium,aml,2077023,31898238,64,1,1,buildNodeIndex,OFFLINE,2230.810,1
hi_medium,aml,2077023,31898238,64,1,1,index copy (src),OFFLINE,286.680,1
hi_medium,aml,2077023,31898238,64,1,1,initProbeSide (dst),OFFLINE,1037.520,0
hi_medium,aml,2077023,31898238,64,1,1,initProbeSide (src),OFFLINE,1040.460,0
hi_medium,aml,2077023,31898238,64,1,1,initProbeSide (wall),OFFLINE,1041.130,1
hi_medium,aml,2077023,31898238,64,1,1,deduplicateRows (dst),ONLINE,28.970,0
hi_medium,aml,2077023,31898238,64,1,1,deduplicateRows (src),ONLINE,32.990,0
hi_medium,aml,2077023,31898238,64,1,1,probe src,ONLINE,2002.270,0
hi_medium,aml,2077023,31898238,64,1,1,probe dst,ONLINE,2030.650,0
hi_medium,aml,2077023,31898238,64,1,1,reduplicateRows (src),ONLINE,52.980,0
hi_medium,aml,2077023,31898238,64,1,1,unionWith (src),ONLINE,36.640,0
hi_medium,aml,2077023,31898238,64,1,1,src branch (total),ONLINE,2124.900,0
hi_medium,aml,2077023,31898238,64,1,1,reduplicateRows (dst),ONLINE,67.050,0
hi_medium,aml,2077023,31898238,64,1,1,unionWith (dst),ONLINE,22.970,0
hi_medium,aml,2077023,31898238,64,1,1,parallel_sort (dst),ONLINE,910.630,0
hi_medium,aml,2077023,31898238,64,1,1,dst branch (total),ONLINE,3060.390,0
hi_medium,aml,2077023,31898238,64,1,1,parallel branches (wall),ONLINE,3150.590,1
hi_medium,aml,2077023,31898238,64,1,1,unionWith (final),ONLINE,38.400,1
hi_medium,aml,2077023,31898238,64,1,1,CSV write,IO,15556.230,1
hi_medium,aml,2077023,31898238,64,2,0,CSV read (account),IO,624.670,1
hi_medium,aml,2077023,31898238,64,2,0,CSV read (txn),IO,27720.760,1
hi_medium,aml,2077023,31898238,64,2,0,buildNodeIndex,OFFLINE,2245.810,1
hi_medium,aml,2077023,31898238,64,2,0,index copy (src),OFFLINE,281.520,1
hi_medium,aml,2077023,31898238,64,2,0,initProbeSide (dst),OFFLINE,1045.380,0
hi_medium,aml,2077023,31898238,64,2,0,initProbeSide (src),OFFLINE,1048.230,0
hi_medium,aml,2077023,31898238,64,2,0,initProbeSide (wall),OFFLINE,1048.960,1
hi_medium,aml,2077023,31898238,64,2,0,deduplicateRows (dst),ONLINE,30.730,0
hi_medium,aml,2077023,31898238,64,2,0,deduplicateRows (src),ONLINE,31.640,0
hi_medium,aml,2077023,31898238,64,2,0,probe dst,ONLINE,1914.810,0
hi_medium,aml,2077023,31898238,64,2,0,reduplicateRows (dst),ONLINE,45.070,0
hi_medium,aml,2077023,31898238,64,2,0,unionWith (dst),ONLINE,26.300,0
hi_medium,aml,2077023,31898238,64,2,0,probe src,ONLINE,2420.390,0
hi_medium,aml,2077023,31898238,64,2,0,reduplicateRows (src),ONLINE,63.970,0
hi_medium,aml,2077023,31898238,64,2,0,unionWith (src),ONLINE,54.270,0
hi_medium,aml,2077023,31898238,64,2,0,src branch (total),ONLINE,2570.310,0
hi_medium,aml,2077023,31898238,64,2,0,parallel_sort (dst),ONLINE,985.480,0
hi_medium,aml,2077023,31898238,64,2,0,dst branch (total),ONLINE,3002.470,0
hi_medium,aml,2077023,31898238,64,2,0,parallel branches (wall),ONLINE,3094.510,1
hi_medium,aml,2077023,31898238,64,2,0,unionWith (final),ONLINE,37.130,1
hi_medium,aml,2077023,31898238,64,2,0,CSV write,IO,15684.340,1
hi_medium,aml,2077023,31898238,64,3,0,CSV read (account),IO,621.670,1
hi_medium,aml,2077023,31898238,64,3,0,CSV read (txn),IO,27808.750,1
hi_medium,aml,2077023,31898238,64,3,0,buildNodeIndex,OFFLINE,2335.840,1
hi_medium,aml,2077023,31898238,64,3,0,index copy (src),OFFLINE,290.390,1
hi_medium,aml,2077023,31898238,64,3,0,initProbeSide (src),OFFLINE,1041.340,0
hi_medium,aml,2077023,31898238,64,3,0,initProbeSide (dst),OFFLINE,1046.440,0
hi_medium,aml,2077023,31898238,64,3,0,initProbeSide (wall),OFFLINE,1046.570,1
hi_medium,aml,2077023,31898238,64,3,0,deduplicateRows (dst),ONLINE,29.890,0
hi_medium,aml,2077023,31898238,64,3,0,deduplicateRows (src),ONLINE,31.480,0
hi_medium,aml,2077023,31898238,64,3,0,probe dst,ONLINE,1927.600,0
hi_medium,aml,2077023,31898238,64,3,0,probe src,ONLINE,1963.070,0
hi_medium,aml,2077023,31898238,64,3,0,reduplicateRows (dst),ONLINE,46.050,0
hi_medium,aml,2077023,31898238,64,3,0,unionWith (dst),ONLINE,28.300,0
hi_medium,aml,2077023,31898238,64,3,0,reduplicateRows (src),ONLINE,53.590,0
hi_medium,aml,2077023,31898238,64,3,0,unionWith (src),ONLINE,260.060,0
hi_medium,aml,2077023,31898238,64,3,0,src branch (total),ONLINE,2308.230,0
hi_medium,aml,2077023,31898238,64,3,0,parallel_sort (dst),ONLINE,934.760,0
hi_medium,aml,2077023,31898238,64,3,0,dst branch (total),ONLINE,2966.700,0
hi_medium,aml,2077023,31898238,64,3,0,parallel branches (wall),ONLINE,3059.320,1
hi_medium,aml,2077023,31898238,64,3,0,unionWith (final),ONLINE,37.260,1
hi_medium,aml,2077023,31898238,64,3,0,CSV write,IO,15648.790,1
hi_medium,aml,2077023,31898238,64,4,0,CSV read (account),IO,627.960,1
hi_medium,aml,2077023,31898238,64,4,0,CSV read (txn),IO,27618.730,1
hi_medium,aml,2077023,31898238,64,4,0,buildNodeIndex,OFFLINE,2200.670,1
hi_medium,aml,2077023,31898238,64,4,0,index copy (src),OFFLINE,285.360,1
hi_medium,aml,2077023,31898238,64,4,0,initProbeSide (dst),OFFLINE,1050.860,0
hi_medium,aml,2077023,31898238,64,4,0,initProbeSide (src),OFFLINE,1061.980,0
hi_medium,aml,2077023,31898238,64,4,0,initProbeSide (wall),OFFLINE,1062.770,1
hi_medium,aml,2077023,31898238,64,4,0,deduplicateRows (src),ONLINE,29.030,0
hi_medium,aml,2077023,31898238,64,4,0,deduplicateRows (dst),ONLINE,32.770,0
hi_medium,aml,2077023,31898238,64,4,0,probe src,ONLINE,1924.230,0
hi_medium,aml,2077023,31898238,64,4,0,reduplicateRows (src),ONLINE,45.610,0
hi_medium,aml,2077023,31898238,64,4,0,unionWith (src),ONLINE,35.170,0
hi_medium,aml,2077023,31898238,64,4,0,src branch (total),ONLINE,2034.060,0
hi_medium,aml,2077023,31898238,64,4,0,probe dst,ONLINE,2082.220,0
hi_medium,aml,2077023,31898238,64,4,0,reduplicateRows (dst),ONLINE,41.460,0
hi_medium,aml,2077023,31898238,64,4,0,unionWith (dst),ONLINE,24.160,0
hi_medium,aml,2077023,31898238,64,4,0,parallel_sort (dst),ONLINE,911.090,0
hi_medium,aml,2077023,31898238,64,4,0,dst branch (total),ONLINE,3091.770,0
hi_medium,aml,2077023,31898238,64,4,0,parallel branches (wall),ONLINE,3163.180,1
hi_medium,aml,2077023,31898238,64,4,0,unionWith (final),ONLINE,39.010,1
hi_medium,aml,2077023,31898238,64,4,0,CSV write,IO,15672.840,1
hi_large,aml,2116168,179702229,64,1,1,CSV read (account),IO,682.100,1
hi_large,aml,2116168,179702229,64,1,1,CSV read (txn),IO,141730.430,1
hi_large,aml,2116168,179702229,64,1,1,buildNodeIndex,OFFLINE,4470.390,1
hi_large,aml,2116168,179702229,64,1,1,index copy (src),OFFLINE,558.190,1
hi_large,aml,2116168,179702229,64,1,1,initProbeSide (src),OFFLINE,5797.310,0
hi_large,aml,2116168,179702229,64,1,1,initProbeSide (dst),OFFLINE,5809.430,0
hi_large,aml,2116168,179702229,64,1,1,initProbeSide (wall),OFFLINE,5809.530,1
hi_large,aml,2116168,179702229,64,1,1,deduplicateRows (src),ONLINE,164.380,0
hi_large,aml,2116168,179702229,64,1,1,deduplicateRows (dst),ONLINE,203.490,0
hi_large,aml,2116168,179702229,64,1,1,probe src,ONLINE,14874.130,0
hi_large,aml,2116168,179702229,64,1,1,probe dst,ONLINE,15022.380,0
hi_large,aml,2116168,179702229,64,1,1,reduplicateRows (src),ONLINE,239.320,0
hi_large,aml,2116168,179702229,64,1,1,unionWith (src),ONLINE,221.010,0
hi_large,aml,2116168,179702229,64,1,1,src branch (total),ONLINE,15498.870,0
hi_large,aml,2116168,179702229,64,1,1,reduplicateRows (dst),ONLINE,314.040,0
hi_large,aml,2116168,179702229,64,1,1,unionWith (dst),ONLINE,137.950,0
hi_large,aml,2116168,179702229,64,1,1,parallel_sort (dst),ONLINE,7278.840,0
hi_large,aml,2116168,179702229,64,1,1,dst branch (total),ONLINE,22956.780,0
hi_large,aml,2116168,179702229,64,1,1,parallel branches (wall),ONLINE,23271.380,1
hi_large,aml,2116168,179702229,64,1,1,unionWith (final),ONLINE,158.190,1
hi_large,aml,2116168,179702229,64,1,1,CSV write,IO,57733.730,1
hi_large,aml,2116168,179702229,64,2,0,CSV read (account),IO,684.210,1
hi_large,aml,2116168,179702229,64,2,0,CSV read (txn),IO,141660.520,1
hi_large,aml,2116168,179702229,64,2,0,buildNodeIndex,OFFLINE,4634.010,1
hi_large,aml,2116168,179702229,64,2,0,index copy (src),OFFLINE,533.620,1
hi_large,aml,2116168,179702229,64,2,0,initProbeSide (src),OFFLINE,6021.020,0
hi_large,aml,2116168,179702229,64,2,0,initProbeSide (dst),OFFLINE,6028.500,0
hi_large,aml,2116168,179702229,64,2,0,initProbeSide (wall),OFFLINE,6028.600,1
hi_large,aml,2116168,179702229,64,2,0,deduplicateRows (dst),ONLINE,167.030,0
hi_large,aml,2116168,179702229,64,2,0,deduplicateRows (src),ONLINE,201.140,0
hi_large,aml,2116168,179702229,64,2,0,probe dst,ONLINE,14129.960,0
hi_large,aml,2116168,179702229,64,2,0,probe src,ONLINE,14343.100,0
hi_large,aml,2116168,179702229,64,2,0,reduplicateRows (dst),ONLINE,257.850,0
hi_large,aml,2116168,179702229,64,2,0,unionWith (dst),ONLINE,211.850,0
hi_large,aml,2116168,179702229,64,2,0,reduplicateRows (src),ONLINE,293.790,0
hi_large,aml,2116168,179702229,64,2,0,unionWith (src),ONLINE,2369.740,0
hi_large,aml,2116168,179702229,64,2,0,src branch (total),ONLINE,17207.820,0
hi_large,aml,2116168,179702229,64,2,0,parallel_sort (dst),ONLINE,7318.000,0
hi_large,aml,2116168,179702229,64,2,0,dst branch (total),ONLINE,22084.770,0
hi_large,aml,2116168,179702229,64,2,0,parallel branches (wall),ONLINE,22425.950,1
hi_large,aml,2116168,179702229,64,2,0,unionWith (final),ONLINE,131.690,1
hi_large,aml,2116168,179702229,64,2,0,CSV write,IO,57449.250,1
hi_large,aml,2116168,179702229,64,3,0,CSV read (account),IO,690.450,1
hi_large,aml,2116168,179702229,64,3,0,CSV read (txn),IO,141531.160,1
hi_large,aml,2116168,179702229,64,3,0,buildNodeIndex,OFFLINE,4615.350,1
hi_large,aml,2116168,179702229,64,3,0,index copy (src),OFFLINE,527.690,1
hi_large,aml,2116168,179702229,64,3,0,initProbeSide (dst),OFFLINE,5903.340,0
hi_large,aml,2116168,179702229,64,3,0,initProbeSide (src),OFFLINE,5903.030,0
hi_large,aml,2116168,179702229,64,3,0,initProbeSide (wall),OFFLINE,5903.750,1
hi_large,aml,2116168,179702229,64,3,0,deduplicateRows (src),ONLINE,165.010,0
hi_large,aml,2116168,179702229,64,3,0,deduplicateRows (dst),ONLINE,205.710,0
hi_large,aml,2116168,179702229,64,3,0,probe dst,ONLINE,14364.670,0
hi_large,aml,2116168,179702229,64,3,0,probe src,ONLINE,14441.530,0
hi_large,aml,2116168,179702229,64,3,0,reduplicateRows (dst),ONLINE,244.760,0
hi_large,aml,2116168,179702229,64,3,0,reduplicateRows (src),ONLINE,316.000,0
hi_large,aml,2116168,179702229,64,3,0,unionWith (dst),ONLINE,220.320,0
hi_large,aml,2116168,179702229,64,3,0,unionWith (src),ONLINE,229.860,0
hi_large,aml,2116168,179702229,64,3,0,src branch (total),ONLINE,15152.410,0
hi_large,aml,2116168,179702229,64,3,0,parallel_sort (dst),ONLINE,7286.950,0
hi_large,aml,2116168,179702229,64,3,0,dst branch (total),ONLINE,22322.580,0
hi_large,aml,2116168,179702229,64,3,0,parallel branches (wall),ONLINE,22670.180,1
hi_large,aml,2116168,179702229,64,3,0,unionWith (final),ONLINE,164.060,1
hi_large,aml,2116168,179702229,64,3,0,CSV write,IO,57457.210,1
hi_large,aml,2116168,179702229,64,4,0,CSV read (account),IO,685.590,1
hi_large,aml,2116168,179702229,64,4,0,CSV read (txn),IO,141481.220,1
hi_large,aml,2116168,179702229,64,4,0,buildNodeIndex,OFFLINE,4608.320,1
hi_large,aml,2116168,179702229,64,4,0,index copy (src),OFFLINE,555.110,1
hi_large,aml,2116168,179702229,64,4,0,initProbeSide (src),OFFLINE,5624.990,0
hi_large,aml,2116168,179702229,64,4,0,initProbeSide (dst),OFFLINE,5757.070,0
hi_large,aml,2116168,179702229,64,4,0,initProbeSide (wall),OFFLINE,5757.170,1
hi_large,aml,2116168,179702229,64,4,0,deduplicateRows (src),ONLINE,170.900,0
hi_large,aml,2116168,179702229,64,4,0,deduplicateRows (dst),ONLINE,202.240,0
hi_large,aml,2116168,179702229,64,4,0,probe dst,ONLINE,14525.650,0
hi_large,aml,2116168,179702229,64,4,0,probe src,ONLINE,14748.010,0
hi_large,aml,2116168,179702229,64,4,0,reduplicateRows (dst),ONLINE,240.000,0
hi_large,aml,2116168,179702229,64,4,0,unionWith (dst),ONLINE,150.440,0
hi_large,aml,2116168,179702229,64,4,0,reduplicateRows (src),ONLINE,288.700,0
hi_large,aml,2116168,179702229,64,4,0,unionWith (src),ONLINE,2326.980,0
hi_large,aml,2116168,179702229,64,4,0,src branch (total),ONLINE,17534.610,0
hi_large,aml,2116168,179702229,64,4,0,parallel_sort (dst),ONLINE,7376.840,0
hi_large,aml,2116168,179702229,64,4,0,dst branch (total),ONLINE,22495.300,0
hi_large,aml,2116168,179702229,64,4,0,parallel branches (wall),ONLINE,22893.740,1
hi_large,aml,2116168,179702229,64,4,0,unionWith (final),ONLINE,134.590,1
hi_large,aml,2116168,179702229,64,4,0,CSV write,IO,57533.280,1
