system,s_target,s_achieved,theta,query,passing_edges,expected_rows,n_runs,median_ms,min_ms,max_ms,stddev_ms,output_rows,rows_match
nebuladb,0.7,0.6996826722091547,280,aml_2hop_sel_0p700.sql,3553230,134317360,3,1125252.077,1120918.99,1130797.718,4951.751271830293,134317360,1
nebuladb,0.75,0.7499730719358374,184,aml_2hop_sel_0p750.sql,3808622,182661965,3,1564910.012,1553540.6330000001,1571382.965,9032.4480862432,182661965,1
