system,s_target,s_achieved,theta,query,passing_edges,expected_rows,n_runs,median_ms,min_ms,max_ms,stddev_ms,output_rows,rows_match
full_mwj,0.65,0.6497744836162175,424,aml_2hop_sel_0p650.sql,3299779,95761288,3,2253850.194,2238907.971,2292694.102,27764.08682946176,95761288,1
nebuladb,0.65,0.6497744836162175,424,aml_2hop_sel_0p650.sql,3299779,95761288,3,788216.975,782128.2579999999,795688.076,6791.643014904635,95761288,1
